1610.800000,0.011707
1610.801172,0.011687
1610.802344,0.011661
1610.803516,0.011643
1610.804688,0.011621
1610.805859,0.011611
1610.807031,0.011605
1610.808203,0.011583
1610.809375,0.011560
1610.810547,0.011544
1610.811719,0.011545
1610.812891,0.011547
1610.814062,0.011522
1610.815234,0.011498
1610.816406,0.011479
1610.817578,0.011467
1610.818750,0.011463
1610.819922,0.011462
1610.821094,0.011449
1610.822266,0.011424
1610.823437,0.011433
1610.824609,0.011430
1610.825781,0.011417
1610.826953,0.011428
1610.828125,0.011417
1610.829297,0.011384
1610.830469,0.011374
1610.831641,0.011389
1610.832812,0.011396
1610.833984,0.011371
1610.835156,0.011353
1610.836328,0.011344
1610.837500,0.011358
1610.838672,0.011383
1610.839844,0.011374
1610.841016,0.011353
1610.842187,0.011346
1610.843359,0.011371
1610.844531,0.011367
1610.845703,0.011357
1610.846875,0.011345
1610.848047,0.011332
1610.849219,0.011351
1610.850391,0.011369
1610.851562,0.011372
1610.852734,0.011370
1610.853906,0.011357
1610.855078,0.011381
1610.856250,0.011405
1610.857422,0.011394
1610.858594,0.011392
1610.859766,0.011393
1610.860937,0.011384
1610.862109,0.011393
1610.863281,0.011414
1610.864453,0.011434
1610.865625,0.011464
1610.866797,0.011492
1610.867969,0.011498
1610.869141,0.011503
1610.870312,0.011500
1610.871484,0.011502
1610.872656,0.011533
1610.873828,0.011583
1610.875000,0.011600
1610.876172,0.011604
1610.877344,0.011617
1610.878516,0.011646
1610.879687,0.011661
1610.880859,0.011688
1610.882031,0.011744
1610.883203,0.011755
1610.884375,0.011763
1610.885547,0.011805
1610.886719,0.011844
1610.887891,0.011887
1610.889062,0.011911
1610.890234,0.011922
1610.891406,0.011956
1610.892578,0.012008
1610.893750,0.012043
1610.894922,0.012050
1610.896094,0.012072
1610.897266,0.012130
1610.898438,0.012183
1610.899609,0.012199
1610.900781,0.012220
1610.901953,0.012273
1610.903125,0.012330
1610.904297,0.012367
1610.905469,0.012396
1610.906641,0.012447
1610.907812,0.012510
1610.908984,0.012551
1610.910156,0.012576
1610.911328,0.012634
1610.912500,0.012679
1610.913672,0.012720
1610.914844,0.012786
1610.916016,0.012845
1610.917187,0.012894
1610.918359,0.012956
1610.919531,0.013021
1610.920703,0.013067
1610.921875,0.013125
1610.923047,0.013180
1610.924219,0.013219
1610.925391,0.013276
1610.926562,0.013332
1610.927734,0.013383
1610.928906,0.013423
1610.930078,0.013494
1610.931250,0.013564
1610.932422,0.013590
1610.933594,0.013634
1610.934766,0.013718
1610.935937,0.013799
1610.937109,0.013859
1610.938281,0.013939
1610.939453,0.014020
1610.940625,0.014078
1610.941797,0.014111
1610.942969,0.014177
1610.944141,0.014253
1610.945312,0.014309
1610.946484,0.014364
1610.947656,0.014433
1610.948828,0.014485
1610.950000,0.014554
1610.951172,0.014637
1610.952344,0.014709
1610.953516,0.014767
1610.954687,0.014849
1610.955859,0.014938
1610.957031,0.015022
1610.958203,0.015075
1610.959375,0.015115
1610.960547,0.015169
1610.961719,0.015243
1610.962891,0.015337
1610.964062,0.015420
1610.965234,0.015484
1610.966406,0.015549
1610.967578,0.015644
1610.968750,0.015729
1610.969922,0.015804
1610.971094,0.015864
1610.972266,0.015919
1610.973437,0.015991
1610.974609,0.016052
1610.975781,0.016137
1610.976953,0.016199
1610.978125,0.016267
1610.979297,0.016362
1610.980469,0.016439
1610.981641,0.016515
1610.982812,0.016590
1610.983984,0.016663
1610.985156,0.016750
1610.986328,0.016836
1610.987500,0.016891
1610.988672,0.016972
1610.989844,0.017057
1610.991016,0.017116
1610.992188,0.017184
1610.993359,0.017283
1610.994531,0.017375
1610.995703,0.017433
1610.996875,0.017503
1610.998047,0.017575
1610.999219,0.017615
1611.000391,0.017686
1611.001562,0.017804
1611.002734,0.017889
1611.003906,0.017960
1611.005078,0.018032
1611.006250,0.018086
1611.007422,0.018158
1611.008594,0.018249
1611.009766,0.018302
1611.010937,0.018374
1611.012109,0.018467
1611.013281,0.018545
1611.014453,0.018605
1611.015625,0.018676
1611.016797,0.018757
1611.017969,0.018845
1611.019141,0.018944
1611.020312,0.019024
1611.021484,0.019088
1611.022656,0.019140
1611.023828,0.019228
1611.025000,0.019337
1611.026172,0.019419
1611.027344,0.019489
1611.028516,0.019551
1611.029687,0.019614
1611.030859,0.019666
1611.032031,0.019748
1611.033203,0.019830
1611.034375,0.019901
1611.035547,0.019977
1611.036719,0.020037
1611.037891,0.020076
1611.039062,0.020144
1611.040234,0.020238
1611.041406,0.020317
1611.042578,0.020404
1611.043750,0.020459
1611.044922,0.020509
1611.046094,0.020597
1611.047266,0.020677
1611.048437,0.020729
1611.049609,0.020815
1611.050781,0.020905
1611.051953,0.021015
1611.053125,0.021109
1611.054297,0.021161
1611.055469,0.021215
1611.056641,0.021262
1611.057812,0.021323
1611.058984,0.021418
1611.060156,0.021504
1611.061328,0.021583
1611.062500,0.021698
1611.063672,0.021769
1611.064844,0.021797
1611.066016,0.021835
1611.067187,0.021885
1611.068359,0.021975
1611.069531,0.022084
1611.070703,0.022174
1611.071875,0.022212
1611.073047,0.022264
1611.074219,0.022344
1611.075391,0.022430
1611.076562,0.022486
1611.077734,0.022559
1611.078906,0.022638
1611.080078,0.022702
1611.081250,0.022727
1611.082422,0.022764
1611.083594,0.022819
1611.084766,0.022910
1611.085938,0.023002
1611.087109,0.023075
1611.088281,0.023119
1611.089453,0.023183
1611.090625,0.023270
1611.091797,0.023350
1611.092969,0.023414
1611.094141,0.023457
1611.095312,0.023502
1611.096484,0.023554
1611.097656,0.023612
1611.098828,0.023671
1611.100000,0.023775
1611.101172,0.023880
1611.102344,0.023932
1611.103516,0.023964
1611.104687,0.024001
1611.105859,0.024041
1611.107031,0.024083
1611.108203,0.024177
1611.109375,0.024260
1611.110547,0.024318
1611.111719,0.024388
1611.112891,0.024450
1611.114062,0.024479
1611.115234,0.024512
1611.116406,0.024614
1611.117578,0.024692
1611.118750,0.024738
1611.119922,0.024797
1611.121094,0.024845
1611.122266,0.024896
1611.123437,0.024982
1611.124609,0.025003
1611.125781,0.024999
1611.126953,0.025027
1611.128125,0.025077
1611.129297,0.025157
1611.130469,0.025243
1611.131641,0.025315
1611.132812,0.025366
1611.133984,0.025379
1611.135156,0.025437
1611.136328,0.025535
1611.137500,0.025509
1611.138672,0.025509
1611.139844,0.025610
1611.141016,0.025648
1611.142187,0.025708
1611.143359,0.025781
1611.144531,0.025788
1611.145703,0.025818
1611.146875,0.025909
1611.148047,0.025992
1611.149219,0.026085
